customer_id,plan_id,plan_name,payment_date,amount,payment_order
33,2,pro monthly,2020-10-10,19.90,2
33,2,pro monthly,2020-11-10,19.90,3
33,2,pro monthly,2020-12-10,19.90,4
34,1,basic monthly,2020-12-27,9.90,1
35,2,pro monthly,2020-09-10,19.90,1
35,2,pro monthly,2020-10-10,19.90,2
35,2,pro monthly,2020-11-10,19.90,3
35,2,pro monthly,2020-12-10,19.90,4
36,2,pro monthly,2020-03-03,19.90,1
36,2,pro monthly,2020-04-03,19.90,2
36,2,pro monthly,2020-05-03,19.90,3
36,2,pro monthly,2020-06-03,19.90,4
36,2,pro monthly,2020-07-03,19.90,5
36,2,pro monthly,2020-08-03,19.90,6
36,2,pro monthly,2020-09-03,19.90,7
36,2,pro monthly,2020-10-03,19.90,8
36,2,pro monthly,2020-11-03,19.90,9
36,2,pro monthly,2020-12-03,19.90,10
37,1,basic monthly,2020-08-12,9.90,1
37,1,basic monthly,2020-09-12,9.90,2
37,1,basic monthly,2020-10-12,9.90,3
37,2,pro monthly,2020-11-11,10.00,4
37,2,pro monthly,2020-12-11,19.90,5
38,2,pro monthly,2020-10-09,19.90,1
39,1,basic monthly,2020-06-04,9.90,1
39,1,basic monthly,2020-07-04,9.90,2
39,1,basic monthly,2020-08-04,9.90,3
39,2,pro monthly,2020-08-25,10.00,4
40,1,basic monthly,2020-01-29,9.90,1
40,1,basic monthly,2020-02-29,9.90,2
40,2,pro monthly,2020-03-25,10.00,3
40,2,pro monthly,2020-04-25,19.90,4
40,2,pro monthly,2020-05-25,19.90,5
40,2,pro monthly,2020-06-25,19.90,6
40,2,pro monthly,2020-07-25,19.90,7
40,2,pro monthly,2020-08-25,19.90,8
40,2,pro monthly,2020-09-25,19.90,9
40,2,pro monthly,2020-10-25,19.90,10
40,2,pro monthly,2020-11-25,19.90,11
40,2,pro monthly,2020-12-25,19.90,12
41,2,pro monthly,2020-05-23,19.90,1
41,2,pro monthly,2020-06-23,19.90,2
41,2,pro monthly,2020-07-23,19.90,3
41,2,pro monthly,2020-08-23,19.90,4
41,2,pro monthly,2020-09-23,19.90,5
41,2,pro monthly,2020-10-23,19.90,6
41,2,pro monthly,2020-11-23,19.90,7
41,2,pro monthly,2020-12-23,19.90,8
42,1,basic monthly,2020-11-03,9.90,1
42,1,basic monthly,2020-12-03,9.90,2
43,1,basic monthly,2020-08-20,9.90,1
43,1,basic monthly,2020-09-20,9.90,2
43,1,basic monthly,2020-10-20,9.90,3
43,1,basic monthly,2020-11-20,9.90,4
43,2,pro monthly,2020-12-18,10.00,5
44,3,pro annual,2020-03-24,199.00,1
45,1,basic monthly,2020-02-18,9.90,1
45,1,basic monthly,2020-03-18,9.90,2
45,1,basic monthly,2020-04-18,9.90,3
45,1,basic monthly,2020-05-18,9.90,4
45,1,basic monthly,2020-06-18,9.90,5
45,1,basic monthly,2020-07-18,9.90,6
45,2,pro monthly,2020-08-12,10.00,7
45,2,pro monthly,2020-09-12,19.90,8
45,2,pro monthly,2020-10-12,19.90,9
45,2,pro monthly,2020-11-12,19.90,10
45,2,pro monthly,2020-12-12,19.90,11
46,1,basic monthly,2020-04-26,9.90,1
46,1,basic monthly,2020-05-26,9.90,2
46,1,basic monthly,2020-06-26,9.90,3
46,2,pro monthly,2020-07-06,10.00,4
47,1,basic monthly,2020-06-13,9.90,1
47,1,basic monthly,2020-07-13,9.90,2
47,1,basic monthly,2020-08-13,9.90,3
47,1,basic monthly,2020-09-13,9.90,4
47,1,basic monthly,2020-10-13,9.90,5
48,1,basic monthly,2020-01-18,9.90,1
48,1,basic monthly,2020-02-18,9.90,2
48,1,basic monthly,2020-03-18,9.90,3
48,1,basic monthly,2020-04-18,9.90,4
48,1,basic monthly,2020-05-18,9.90,5
49,2,pro monthly,2020-05-01,19.90,1
49,2,pro monthly,2020-06-01,19.90,2
49,2,pro monthly,2020-07-01,19.90,3
50,2,pro monthly,2020-07-28,19.90,1
50,2,pro monthly,2020-08-28,19.90,2
50,2,pro monthly,2020-09-28,19.90,3
50,2,pro monthly,2020-10-28,19.90,4
50,2,pro monthly,2020-11-28,19.90,5
50,2,pro monthly,2020-12-28,19.90,6
51,1,basic monthly,2020-01-26,9.90,1
51,1,basic monthly,2020-02-26,9.90,2
52,1,basic monthly,2020-06-07,9.90,1
53,1,basic monthly,2020-01-25,9.90,1
53,1,basic monthly,2020-02-25,9.90,2
53,1,basic monthly,2020-03-25,9.90,3
53,1,basic monthly,2020-04-25,9.90,4
53,1,basic monthly,2020-05-25,9.90,5
53,1,basic monthly,2020-06-25,9.90,6
53,1,basic monthly,2020-07-25,9.90,7
53,1,basic monthly,2020-08-25,9.90,8
53,1,basic monthly,2020-09-25,9.90,9
53,1,basic monthly,2020-10-25,9.90,10
53,1,basic monthly,2020-11-25,9.90,11
53,1,basic monthly,2020-12-25,9.90,12
54,2,pro monthly,2020-05-30,19.90,1
54,2,pro monthly,2020-06-30,19.90,2
54,2,pro monthly,2020-07-30,19.90,3
54,2,pro monthly,2020-08-30,19.90,4
54,2,pro monthly,2020-09-30,19.90,5
54,2,pro monthly,2020-10-30,19.90,6
54,2,pro monthly,2020-11-30,19.90,7
54,2,pro monthly,2020-12-30,19.90,8
55,1,basic monthly,2020-10-29,9.90,1
55,1,basic monthly,2020-11-29,9.90,2
55,1,basic monthly,2020-12-29,9.90,3
56,3,pro annual,2020-01-10,199.00,1
57,2,pro monthly,2020-03-10,19.90,1
57,2,pro monthly,2020-04-10,19.90,2
57,2,pro monthly,2020-05-10,19.90,3
57,2,pro monthly,2020-06-10,19.90,4
57,2,pro monthly,2020-07-10,19.90,5
57,2,pro monthly,2020-08-10,19.90,6
57,2,pro monthly,2020-09-10,19.90,7
57,2,pro monthly,2020-10-10,19.90,8
57,2,pro monthly,2020-11-10,19.90,9
57,2,pro monthly,2020-12-10,19.90,10
58,1,basic monthly,2020-07-11,9.90,1
58,1,basic monthly,2020-08-11,9.90,2
58,1,basic monthly,2020-09-11,9.90,3
59,1,basic monthly,2020-11-06,9.90,1
59,1,basic monthly,2020-12-06,9.90,2
60,1,basic monthly,2020-06-24,9.90,1
60,1,basic monthly,2020-07-24,9.90,2
60,1,basic monthly,2020-08-24,9.90,3
60,1,basic monthly,2020-09-24,9.90,4
60,1,basic monthly,2020-10-24,9.90,5
60,1,basic monthly,2020-11-24,9.90,6
60,1,basic monthly,2020-12-24,9.90,7
61,1,basic monthly,2020-09-07,9.90,1
61,1,basic monthly,2020-10-07,9.90,2
61,1,basic monthly,2020-11-07,9.90,3
61,1,basic monthly,2020-12-07,9.90,4
62,1,basic monthly,2020-10-19,9.90,1
62,1,basic monthly,2020-11-19,9.90,2
62,1,basic monthly,2020-12-19,9.90,3
63,1,basic monthly,2020-06-04,9.90,1
64,1,basic monthly,2020-03-15,9.90,1
64,2,pro monthly,2020-04-03,10.00,2
65,1,basic monthly,2020-05-19,9.90,1
65,1,basic monthly,2020-06-19,9.90,2
65,1,basic monthly,2020-07-19,9.90,3
65,1,basic monthly,2020-08-19,9.90,4
65,1,basic monthly,2020-09-19,9.90,5
65,2,pro monthly,2020-10-09,10.00,6
65,2,pro monthly,2020-11-09,19.90,7
65,2,pro monthly,2020-12-09,19.90,8
66,1,basic monthly,2020-08-06,9.90,1
66,1,basic monthly,2020-09-06,9.90,2
67,2,pro monthly,2020-08-21,19.90,1
67,2,pro monthly,2020-09-21,19.90,2
67,2,pro monthly,2020-10-21,19.90,3
67,2,pro monthly,2020-11-21,19.90,4
67,2,pro monthly,2020-12-21,19.90,5
68,3,pro annual,2020-04-17,199.00,1
69,1,basic monthly,2020-03-14,9.90,1
69,2,pro monthly,2020-04-14,19.90,2
69,2,pro monthly,2020-05-14,19.90,3
69,2,pro monthly,2020-06-14,19.90,4
69,2,pro monthly,2020-07-14,19.90,5
69,2,pro monthly,2020-08-14,19.90,6
69,2,pro monthly,2020-09-14,19.90,7
69,2,pro monthly,2020-10-14,19.90,8
69,2,pro monthly,2020-11-14,19.90,9
69,2,pro monthly,2020-12-14,19.90,10
70,1,basic monthly,2020-07-13,9.90,1
70,1,basic monthly,2020-08-13,9.90,2
70,1,basic monthly,2020-09-13,9.90,3
70,1,basic monthly,2020-10-13,9.90,4
70,1,basic monthly,2020-11-13,9.90,5
70,1,basic monthly,2020-12-13,9.90,6
71,2,pro monthly,2020-07-30,19.90,1
71,2,pro monthly,2020-08-30,19.90,2
71,2,pro monthly,2020-09-30,19.90,3
71,2,pro monthly,2020-10-30,19.90,4
71,2,pro monthly,2020-11-30,19.90,5
72,2,pro monthly,2020-12-17,19.90,1
73,1,basic monthly,2020-03-31,9.90,1
73,1,basic monthly,2020-04-30,9.90,2
73,2,pro monthly,2020-05-13,10.00,3
73,2,pro monthly,2020-06-13,19.90,4
73,2,pro monthly,2020-07-13,19.90,5
73,2,pro monthly,2020-08-13,19.90,6
73,2,pro monthly,2020-09-13,19.90,7
74,1,basic monthly,2020-05-31,9.90,1
74,1,basic monthly,2020-06-30,9.90,2
74,1,basic monthly,2020-07-30,9.90,3
74,1,basic monthly,2020-08-30,9.90,4
74,1,basic monthly,2020-09-30,9.90,5
75,1,basic monthly,2020-07-21,9.90,1
75,1,basic monthly,2020-08-21,9.90,2
75,1,basic monthly,2020-09-21,9.90,3
75,1,basic monthly,2020-10-21,9.90,4
75,2,pro monthly,2020-11-19,10.00,5
75,2,pro monthly,2020-12-19,19.90,6
76,3,pro annual,2020-09-07,199.00,1
77,2,pro monthly,2020-04-25,19.90,1
77,2,pro monthly,2020-05-25,19.90,2
77,2,pro monthly,2020-06-25,19.90,3
77,2,pro monthly,2020-07-25,19.90,4
77,2,pro monthly,2020-08-25,19.90,5
77,2,pro monthly,2020-09-25,19.90,6
78,2,pro monthly,2020-09-10,19.90,1
78,2,pro monthly,2020-10-10,19.90,2
78,2,pro monthly,2020-11-10,19.90,3
78,2,pro monthly,2020-12-10,19.90,4
79,2,pro monthly,2020-08-06,19.90,1
79,2,pro monthly,2020-09-06,19.90,2
79,2,pro monthly,2020-10-06,19.90,3
79,2,pro monthly,2020-11-06,19.90,4
79,2,pro monthly,2020-12-06,19.90,5
80,2,pro monthly,2020-09-30,19.90,1
80,2,pro monthly,2020-10-30,19.90,2
80,2,pro monthly,2020-11-30,19.90,3
80,2,pro monthly,2020-12-30,19.90,4
81,2,pro monthly,2020-06-05,19.90,1
81,2,pro monthly,2020-07-05,19.90,2
81,2,pro monthly,2020-08-05,19.90,3
81,2,pro monthly,2020-09-05,19.90,4
81,2,pro monthly,2020-10-05,19.90,5
82,1,basic monthly,2020-05-09,9.90,1
82,1,basic monthly,2020-06-09,9.90,2
82,1,basic monthly,2020-07-09,9.90,3
82,1,basic monthly,2020-08-09,9.90,4
82,1,basic monthly,2020-09-09,9.90,5
82,1,basic monthly,2020-10-09,9.90,6
82,1,basic monthly,2020-11-09,9.90,7
82,1,basic monthly,2020-12-09,9.90,8
83,1,basic monthly,2020-05-25,9.90,1
83,1,basic monthly,2020-06-25,9.90,2
83,1,basic monthly,2020-07-25,9.90,3
83,1,basic monthly,2020-08-25,9.90,4
83,1,basic monthly,2020-09-25,9.90,5
83,1,basic monthly,2020-10-25,9.90,6
83,2,pro monthly,2020-10-29,10.00,7
83,2,pro monthly,2020-11-29,19.90,8
83,2,pro monthly,2020-12-29,19.90,9
84,1,basic monthly,2020-06-21,9.90,1
85,1,basic monthly,2020-08-20,9.90,1
85,1,basic monthly,2020-09-20,9.90,2
85,1,basic monthly,2020-10-20,9.90,3
85,1,basic monthly,2020-11-20,9.90,4
85,1,basic monthly,2020-12-20,9.90,5
86,3,pro annual,2020-07-17,199.00,1
87,2,pro monthly,2020-08-15,19.90,1
89,2,pro monthly,2020-03-12,19.90,1
89,2,pro monthly,2020-04-12,19.90,2
89,2,pro monthly,2020-05-12,19.90,3
89,2,pro monthly,2020-06-12,19.90,4
89,2,pro monthly,2020-07-12,19.90,5
89,2,pro monthly,2020-08-12,19.90,6
90,1,basic monthly,2020-12-02,9.90,1
91,2,pro monthly,2020-09-15,19.90,1
91,2,pro monthly,2020-10-15,19.90,2
91,2,pro monthly,2020-11-15,19.90,3
91,2,pro monthly,2020-12-15,19.90,4
92,1,basic monthly,2020-11-09,9.90,1
92,1,basic monthly,2020-12-09,9.90,2
93,2,pro monthly,2020-03-21,19.90,1
93,2,pro monthly,2020-04-21,19.90,2
93,2,pro monthly,2020-05-21,19.90,3
93,2,pro monthly,2020-06-21,19.90,4
93,2,pro monthly,2020-07-21,19.90,5
93,2,pro monthly,2020-08-21,19.90,6
94,2,pro monthly,2020-12-16,19.90,1
95,1,basic monthly,2020-11-09,9.90,1
95,1,basic monthly,2020-12-09,9.90,2
96,1,basic monthly,2020-08-29,9.90,1
96,1,basic monthly,2020-09-29,9.90,2
96,1,basic monthly,2020-10-29,9.90,3
96,1,basic monthly,2020-11-29,9.90,4
96,1,basic monthly,2020-12-29,9.90,5
97,1,basic monthly,2020-11-05,9.90,1
97,1,basic monthly,2020-12-05,9.90,2
98,1,basic monthly,2020-01-12,9.90,1
98,2,pro monthly,2020-01-22,10.00,2
98,2,pro monthly,2020-02-22,19.90,3
98,2,pro monthly,2020-03-22,19.90,4
100,1,basic monthly,2020-06-09,9.90,1
100,1,basic monthly,2020-07-09,9.90,2
100,1,basic monthly,2020-08-09,9.90,3
100,1,basic monthly,2020-09-09,9.90,4
100,2,pro monthly,2020-09-11,10.00,5
100,2,pro monthly,2020-10-11,19.90,6
100,2,pro monthly,2020-11-11,19.90,7
100,2,pro monthly,2020-12-11,19.90,8
101,1,basic monthly,2020-06-15,9.90,1
101,1,basic monthly,2020-07-15,9.90,2
102,1,basic monthly,2020-06-09,9.90,1
102,2,pro monthly,2020-06-18,10.00,2
102,2,pro monthly,2020-07-18,19.90,3
102,2,pro monthly,2020-08-18,19.90,4
102,2,pro monthly,2020-09-18,19.90,5
102,2,pro monthly,2020-10-18,19.90,6
102,2,pro monthly,2020-11-18,19.90,7
103,2,pro monthly,2020-07-31,19.90,1
103,2,pro monthly,2020-08-31,19.90,2
103,2,pro monthly,2020-09-30,19.90,3
104,2,pro monthly,2020-04-05,19.90,1
104,2,pro monthly,2020-05-05,19.90,2
104,2,pro monthly,2020-06-05,19.90,3
104,2,pro monthly,2020-07-05,19.90,4
104,2,pro monthly,2020-08-05,19.90,5
104,2,pro monthly,2020-09-05,19.90,6
104,2,pro monthly,2020-10-05,19.90,7
104,2,pro monthly,2020-11-05,19.90,8
104,2,pro monthly,2020-12-05,19.90,9
105,1,basic monthly,2020-09-27,9.90,1
106,3,pro annual,2020-08-09,199.00,1
107,1,basic monthly,2020-01-19,9.90,1
107,1,basic monthly,2020-02-19,9.90,2
107,1,basic monthly,2020-03-19,9.90,3
107,2,pro monthly,2020-03-23,10.00,4
107,2,pro monthly,2020-04-23,19.90,5
107,2,pro monthly,2020-05-23,19.90,6
107,2,pro monthly,2020-06-23,19.90,7
107,2,pro monthly,2020-07-23,19.90,8
107,2,pro monthly,2020-08-23,19.90,9
107,2,pro monthly,2020-09-23,19.90,10
107,2,pro monthly,2020-10-23,19.90,11
107,2,pro monthly,2020-11-23,19.90,12
107,2,pro monthly,2020-12-23,19.90,13
109,1,basic monthly,2020-10-19,9.90,1
109,1,basic monthly,2020-11-19,9.90,2
109,1,basic monthly,2020-12-19,9.90,3
110,2,pro monthly,2020-05-19,19.90,1
110,2,pro monthly,2020-06-19,19.90,2
110,2,pro monthly,2020-07-19,19.90,3
110,2,pro monthly,2020-08-19,19.90,4
110,2,pro monthly,2020-09-19,19.90,5
110,2,pro monthly,2020-10-19,19.90,6
110,2,pro monthly,2020-11-19,19.90,7
110,2,pro monthly,2020-12-19,19.90,8
111,3,pro annual,2020-09-01,199.00,1
112,2,pro monthly,2020-10-27,19.90,1
112,2,pro monthly,2020-11-27,19.90,2
112,2,pro monthly,2020-12-27,19.90,3
113,1,basic monthly,2020-04-17,9.90,1
113,1,basic monthly,2020-05-17,9.90,2
113,1,basic monthly,2020-06-17,9.90,3
113,1,basic monthly,2020-07-17,9.90,4
113,1,basic monthly,2020-08-17,9.90,5
113,2,pro monthly,2020-09-13,10.00,6
113,2,pro monthly,2020-10-13,19.90,7
114,1,basic monthly,2020-06-12,9.90,1
114,1,basic monthly,2020-07-12,9.90,2
114,1,basic monthly,2020-08-12,9.90,3
114,1,basic monthly,2020-09-12,9.90,4
115,3,pro annual,2020-08-21,199.00,1
116,1,basic monthly,2020-05-30,9.90,1
116,1,basic monthly,2020-06-30,9.90,2
116,1,basic monthly,2020-07-30,9.90,3
116,1,basic monthly,2020-08-30,9.90,4
117,1,basic monthly,2020-05-29,9.90,1
117,1,basic monthly,2020-06-29,9.90,2
117,1,basic monthly,2020-07-29,9.90,3
117,1,basic monthly,2020-08-29,9.90,4
117,1,basic monthly,2020-09-29,9.90,5
117,1,basic monthly,2020-10-29,9.90,6
118,1,basic monthly,2020-01-31,9.90,1
118,1,basic monthly,2020-02-29,9.90,2
118,1,basic monthly,2020-03-29,9.90,3
118,1,basic monthly,2020-04-29,9.90,4
118,1,basic monthly,2020-05-29,9.90,5
118,1,basic monthly,2020-06-29,9.90,6
119,1,basic monthly,2020-11-16,9.90,1
119,1,basic monthly,2020-12-16,9.90,2
120,2,pro monthly,2020-05-21,19.90,1
120,2,pro monthly,2020-06-21,19.90,2
120,2,pro monthly,2020-07-21,19.90,3
120,2,pro monthly,2020-08-21,19.90,4
121,1,basic monthly,2020-06-25,9.90,1
121,1,basic monthly,2020-07-25,9.90,2
121,1,basic monthly,2020-08-25,9.90,3
121,1,basic monthly,2020-09-25,9.90,4
123,1,basic monthly,2020-03-19,9.90,1
123,1,basic monthly,2020-04-19,9.90,2
124,1,basic monthly,2020-03-24,9.90,1
124,1,basic monthly,2020-04-24,9.90,2
124,1,basic monthly,2020-05-24,9.90,3
125,1,basic monthly,2020-08-14,9.90,1
125,1,basic monthly,2020-09-14,9.90,2
125,1,basic monthly,2020-10-14,9.90,3
125,1,basic monthly,2020-11-14,9.90,4
126,1,basic monthly,2020-09-22,9.90,1
126,1,basic monthly,2020-10-22,9.90,2
126,1,basic monthly,2020-11-22,9.90,3
126,1,basic monthly,2020-12-22,9.90,4
127,2,pro monthly,2020-05-30,19.90,1
127,2,pro monthly,2020-06-30,19.90,2
127,2,pro monthly,2020-07-30,19.90,3
129,1,basic monthly,2020-07-30,9.90,1
129,1,basic monthly,2020-08-30,9.90,2
129,1,basic monthly,2020-09-30,9.90,3
129,1,basic monthly,2020-10-30,9.90,4
129,1,basic monthly,2020-11-30,9.90,5
129,1,basic monthly,2020-12-30,9.90,6
130,2,pro monthly,2020-09-29,19.90,1
130,2,pro monthly,2020-10-29,19.90,2
130,2,pro monthly,2020-11-29,19.90,3
130,2,pro monthly,2020-12-29,19.90,4
131,3,pro annual,2020-10-23,199.00,1
132,1,basic monthly,2020-10-25,9.90,1
132,1,basic monthly,2020-11-25,9.90,2
132,1,basic monthly,2020-12-25,9.90,3
133,1,basic monthly,2020-04-05,9.90,1
133,1,basic monthly,2020-05-05,9.90,2
133,1,basic monthly,2020-06-05,9.90,3
133,1,basic monthly,2020-07-05,9.90,4
134,2,pro monthly,2020-07-09,19.90,1
134,2,pro monthly,2020-08-09,19.90,2
134,2,pro monthly,2020-09-09,19.90,3
134,2,pro monthly,2020-10-09,19.90,4
134,2,pro monthly,2020-11-09,19.90,5
134,2,pro monthly,2020-12-09,19.90,6
137,2,pro monthly,2020-08-19,19.90,1
137,2,pro monthly,2020-09-19,19.90,2
137,2,pro monthly,2020-10-19,19.90,3
137,2,pro monthly,2020-11-19,19.90,4
137,2,pro monthly,2020-12-19,19.90,5
138,1,basic monthly,2020-11-02,9.90,1
138,1,basic monthly,2020-12-02,9.90,2
138,2,pro monthly,2020-12-25,10.00,3
139,2,pro monthly,2020-07-24,19.90,1
139,2,pro monthly,2020-08-24,19.90,2
139,2,pro monthly,2020-09-24,19.90,3
139,2,pro monthly,2020-10-24,19.90,4
139,2,pro monthly,2020-11-24,19.90,5
139,2,pro monthly,2020-12-24,19.90,6
141,1,basic monthly,2020-04-26,9.90,1
141,1,basic monthly,2020-05-26,9.90,2
141,1,basic monthly,2020-06-26,9.90,3
141,1,basic monthly,2020-07-26,9.90,4
141,1,basic monthly,2020-08-26,9.90,5
141,1,basic monthly,2020-09-26,9.90,6
142,2,pro monthly,2020-06-06,19.90,1
142,2,pro monthly,2020-07-06,19.90,2
142,2,pro monthly,2020-08-06,19.90,3
142,2,pro monthly,2020-09-06,19.90,4
142,2,pro monthly,2020-10-06,19.90,5
142,2,pro monthly,2020-11-06,19.90,6
142,2,pro monthly,2020-12-06,19.90,7
143,1,basic monthly,2020-12-27,9.90,1
